SCO0002	GO:0003677;GO:0005524;GO:0016787
SCO1958	GO:0003824;GO:0005524;GO:0006289;GO:0009380;GO:0009381;GO:0016887
SCO1959	GO:0046872
SCO1961	GO:0003855
SCO1962	GO:0016021;GO:0055085
SCO1963	GO:0016021
SCO1964	GO:0006950
SCO1965	GO:0006950
SCO1966	GO:0003677;GO:0005515;GO:0005524;GO:0006281;GO:0006289;GO:0009381;GO:0009432;GO:0016787
SCO1968	GO:0006629;GO:0008081
SCO1969	GO:0003824;GO:0003908;GO:0006281
SCO1970	GO:0004462;GO:0046872
SCO1971	GO:0016798
SCO1972	GO:0016773
SCO1974	GO:0016020;GO:0030001;GO:0046873;GO:0055085
SCO1977	GO:0006537;GO:0016491;GO:0016639;GO:0051536;GO:0055114
SCO1979	GO:0003677;GO:0043565
SCO1984	GO:0016787;GO:0016810
SCO1986	GO:0016779
SCO1988	GO:0008080
SCO1989	GO:0004177;GO:0005737;GO:0006508;GO:0008233
SCO1991	GO:0003723
SCO1993	GO:0008152;GO:0008168
SCO1995	GO:0005515
SCO1996	GO:0004140;GO:0005524;GO:0015937
SCO1997	GO:0006367
SCO1998	GO:0003676;GO:0003723;GO:0003735;GO:0005840;GO:0006412
SCO1999	GO:0008152;GO:0008168
SCO2000	GO:0003676;GO:0004386;GO:0005524
SCO2003	GO:0003676;GO:0003677;GO:0003824;GO:0003887;GO:0006139;GO:0006260;GO:0006261;GO:0008408
SCO2004	GO:0008863;GO:0016491;GO:0030151;GO:0051539;GO:0055114
SCO2009	GO:0005215;GO:0006810;GO:0016020
SCO2010	GO:0005215;GO:0006810;GO:0016020
SCO2011	GO:0005524;GO:0016887
SCO2012	GO:0005524;GO:0015658;GO:0015803;GO:0016887
SCO2013	GO:0000160;GO:0003723
SCO2014	GO:0000287;GO:0003824;GO:0004743;GO:0006096;GO:0030955
SCO2015	GO:0000166;GO:0009166;GO:0016787;GO:0016788;GO:0046872
SCO2016	GO:0016491;GO:0055114
SCO2017	GO:0003824;GO:0016831;GO:0019752;GO:0030170
SCO2018	GO:0004177;GO:0006508;GO:0008237;GO:0008270
SCO2019	GO:0046417
SCO2024	GO:0005576;GO:0005975;GO:0016977
SCO2025	GO:0006537;GO:0016491;GO:0016639;GO:0051536;GO:0055114
SCO2026	GO:0003824;GO:0006537;GO:0006807;GO:0008152;GO:0015930;GO:0016491;GO:0016638;GO:0055114
SCO2032	GO:0003824
SCO2033	GO:0003824
SCO2034	GO:0009249;GO:0016020;GO:0016757;GO:0042158
SCO2036	GO:0003824;GO:0004834;GO:0006568;GO:0008152
SCO2037	GO:0000162;GO:0004834;GO:0006568
SCO2039	GO:0003824;GO:0004425;GO:0006568;GO:0008152
SCO2043	GO:0000162;GO:0004049;GO:0009058;GO:0016833
SCO2044	GO:0000105;GO:0004635
SCO2045	GO:0046872
SCO2046	GO:0016021;GO:0055085
SCO2047	GO:0003700;GO:0006355
SCO2048	GO:0000105;GO:0000107;GO:0003824;GO:0005737;GO:0008152
SCO2050	GO:0000105;GO:0000162;GO:0003824;GO:0003949;GO:0004640;GO:0005737;GO:0008152
SCO2051	GO:0000105;GO:0005737;GO:0016763
SCO2052	GO:0000105;GO:0004424
SCO2053	GO:0000105;GO:0003824;GO:0004400;GO:0008152;GO:0009058;GO:0016740;GO:0030170
SCO2054	GO:0000105;GO:0004399;GO:0008152;GO:0008270;GO:0016491;GO:0051287;GO:0055114
SCO2057	GO:0004176;GO:0006508
SCO2058	GO:0002161
SCO2060	GO:0016020
SCO2061	GO:0005524;GO:0016887
SCO2064	GO:0003677;GO:0003824;GO:0003887;GO:0006260;GO:0008408
SCO2069	GO:0016787
SCO2070	GO:0016020;GO:0055085
SCO2071	GO:0006812;GO:0015299;GO:0016021;GO:0055085
SCO2072	GO:0008080
SCO2073	GO:0001522;GO:0003723;GO:0009451;GO:0009982
SCO2074	GO:0004190;GO:0006508;GO:0016020
SCO2075	GO:0008270
SCO2076	GO:0000166;GO:0002161;GO:0004812;GO:0004822;GO:0005524;GO:0005737;GO:0006418;GO:0006428
SCO2078	GO:0016020
SCO2079	GO:0090529
SCO2082	GO:0003924;GO:0005525;GO:0005737
SCO2083	GO:0090529
SCO2084	GO:0005975;GO:0009252;GO:0016758;GO:0030259;GO:0050511
SCO2085	GO:0007049;GO:0009252;GO:0016021;GO:0051301
SCO2086	GO:0004326;GO:0005524;GO:0005737;GO:0008360;GO:0008764;GO:0009058;GO:0009396;GO:0016874;GO:0051301
SCO2087	GO:0008963;GO:0016020;GO:0016021
SCO2088	GO:0005524;GO:0005737;GO:0009058;GO:0016874;GO:0047480;GO:0071555
SCO2089	GO:0005524;GO:0005737;GO:0008360;GO:0009058;GO:0016874;GO:0016881;GO:0051301
SCO2090	GO:0008658
SCO2092	GO:0008168
SCO2093	GO:0004089;GO:0008270
SCO2094	GO:0005524;GO:0016887
SCO2100	GO:0003677
SCO2101	GO:0016491;GO:0055114
SCO2103	GO:0004489;GO:0005829;GO:0006555;GO:0009086;GO:0055114
SCO2104	GO:0003824;GO:0004789;GO:0009228
SCO2106	GO:0016491;GO:0045454;GO:0050660;GO:0055114
SCO2107	GO:0016491;GO:0050660;GO:0055114
SCO2109	GO:0003824;GO:0009228
SCO2110	GO:0004672;GO:0005524;GO:0006468
SCO2111	GO:0003677;GO:0006281;GO:0008270
SCO2112	GO:0042128
SCO2113	GO:0006826;GO:0006879;GO:0008199
SCO2115	GO:0003849;GO:0009073
SCO2116	GO:0008745;GO:0009253
SCO2117	GO:0009058
SCO2118	GO:0008152;GO:0016616;GO:0051287;GO:0055114
SCO2119	GO:0003872;GO:0005524;GO:0006002;GO:0006096;GO:0008443;GO:0047334
SCO2120	GO:0000160;GO:0003677;GO:0006355
SCO2121	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO2122	GO:0008152;GO:0016746
SCO2123	GO:0052689
SCO2126	GO:0004340;GO:0005737;GO:0006096;GO:0051156
SCO2130	GO:0016787
SCO2131	GO:0003824;GO:0008152
SCO2133	GO:0016758
SCO2139	GO:0004252;GO:0016021
SCO2142	GO:0000155;GO:0004871;GO:0007165;GO:0016021;GO:0016310;GO:0016772
SCO2143	GO:0000160;GO:0003677;GO:0006355
SCO2144	GO:0005215;GO:0006814;GO:0016020;GO:0055085
SCO2145	GO:0008887;GO:0031388
SCO2146	GO:0003824
SCO2147	GO:0000162;GO:0004048;GO:0008152;GO:0016757
SCO2148	GO:0009055;GO:0016020;GO:0016491;GO:0022904
SCO2149	GO:0016491;GO:0051537;GO:0055114
SCO2150	GO:0005506;GO:0009055;GO:0016021;GO:0020037
SCO2151	GO:0004129;GO:0015002;GO:0016020;GO:0022904
SCO2153	GO:0016740
SCO2154	GO:0004129;GO:0016021;GO:0055114
SCO2155	GO:0004129;GO:0005506;GO:0005507;GO:0005886;GO:0006810;GO:0009055;GO:0009060;GO:0016021;GO:0020037;GO:0022900;GO:0055114
SCO2156	GO:0004129;GO:0005507;GO:0016020;GO:0016021;GO:0016491;GO:0022900
SCO2157	GO:0003824
SCO2158	GO:0016773
SCO2161	GO:0005198;GO:0016226;GO:0051536
SCO2162	GO:0008987;GO:0009435;GO:0016765;GO:0051539
SCO2164	GO:0005215;GO:0006810;GO:0016020
SCO2165	GO:0000160;GO:0003677;GO:0006355
SCO2166	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO2170	GO:0008152;GO:0008168
SCO2171	GO:0004252;GO:0005515;GO:0006508
SCO2173	GO:0000166;GO:0009236;GO:0043752;GO:0051188
SCO2175	GO:0008939;GO:0009163;GO:0009236
SCO2177	GO:0008818;GO:0009236;GO:0051073
SCO2179	GO:0004177;GO:0005622;GO:0005737;GO:0006508;GO:0008235;GO:0019538;GO:0030145
SCO2180	GO:0004148;GO:0016491;GO:0016668;GO:0045454;GO:0050660;GO:0055114
SCO2181	GO:0008152;GO:0016746
SCO2182	GO:0003700;GO:0006355
SCO2183	GO:0003824;GO:0008152;GO:0016491;GO:0055114
SCO2187	GO:0008270;GO:0008745;GO:0009253
SCO2188	GO:0004252;GO:0006508
SCO2189	GO:0008080
SCO2190	GO:0003824;GO:0050662
SCO2191	GO:0016491;GO:0055114
SCO2192	GO:0005515
SCO2193	GO:0005737;GO:0009107;GO:0016415
SCO2194	GO:0003824;GO:0009107;GO:0016992;GO:0051536;GO:0051539
SCO2198	GO:0003824;GO:0004356;GO:0005737;GO:0006542;GO:0006807;GO:0009399
SCO2202	GO:0004222;GO:0006508
SCO2209	GO:0003700;GO:0006355
SCO2210	GO:0003824;GO:0004356;GO:0006542;GO:0006807
SCO2213	GO:0000160;GO:0003677;GO:0006355
SCO2214	GO:0003824;GO:0050662
SCO2215	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO2216	GO:0000160;GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO2219	GO:0005515
SCO2222	GO:0009055;GO:0016491;GO:0051536;GO:0051537;GO:0055114
SCO2223	GO:0003677
SCO2226	GO:0003824;GO:0004553;GO:0005975;GO:0030246;GO:0043169;GO:0051060
SCO2227	GO:0008080
SCO2228	GO:0003824;GO:0005975
SCO2229	GO:0006810;GO:0016020
SCO2230	GO:0006810;GO:0016020
SCO2231	GO:0005215;GO:0006810
SCO2232	GO:0003677;GO:0006355
SCO2234	GO:0008882;GO:0016779
SCO2236	GO:0004519;GO:0006401
SCO2238	GO:0003952;GO:0005524;GO:0006807;GO:0009435;GO:0016810
SCO2241	GO:0003824;GO:0004356;GO:0005737;GO:0006542;GO:0006807;GO:0009399
SCO2243	GO:0003677
SCO2244	GO:0004672;GO:0005515;GO:0005524;GO:0006468
SCO2246	GO:0003677;GO:0043565
SCO2253	GO:0003677;GO:0043565
SCO2254	GO:0016021;GO:0055085
SCO2256	GO:0003824;GO:0003864;GO:0015940
SCO2257	GO:0005524;GO:0016887;GO:0043215;GO:1900753
SCO2258	GO:0006810;GO:0016020
SCO2259	GO:0000160;GO:0003677;GO:0005515;GO:0006355
SCO2262	GO:0006740;GO:0016651;GO:0050661;GO:0055114;GO:0070967
SCO2266	GO:0004177;GO:0006508;GO:0008235
SCO2267	GO:0004392;GO:0006788;GO:0055114
SCO2268	GO:0003824;GO:0009058
SCO2272	GO:0005488
SCO2273	GO:0005215;GO:0016020
SCO2274	GO:0005524;GO:0016887
SCO2276	GO:0004601;GO:0015684;GO:0020037;GO:0033212;GO:0055114
SCO2277	GO:0005381;GO:0006827;GO:0016020;GO:0033573
SCO2280	GO:0003677
SCO2281	GO:0000160;GO:0006355
SCO2282	GO:0006412;GO:0008168
SCO2284	GO:0005215;GO:0006810;GO:0016021;GO:0055085
SCO2285	GO:0008152;GO:0016491;GO:0055114
SCO2287	GO:0016491
SCO2291	GO:0003824;GO:0004553;GO:0005975;GO:0016810;GO:0030246;GO:0030247
SCO2292	GO:0004553;GO:0005975;GO:0030246;GO:0030247
SCO2293	GO:0016020;GO:0016021
SCO2294	GO:0003677;GO:0003700;GO:0006355;GO:0043565
SCO2295	GO:0003677;GO:0006355
SCO2298	GO:0003824;GO:0008152;GO:0016829
SCO2299	GO:0003676
SCO2305	GO:0005524;GO:0016887
SCO2306	GO:0006810;GO:0016020
SCO2307	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO2308	GO:0000160;GO:0003677;GO:0006355
SCO2309	GO:0006810;GO:0016021;GO:0055085
SCO2310	GO:0016021;GO:0055085
SCO2313	GO:0008745;GO:0009253
SCO2316	GO:0003824
SCO2317	GO:0008152;GO:0008168
SCO2319	GO:0003677
SCO2321	GO:0003824
SCO2324	GO:0005524;GO:0016887
SCO2325	GO:0005215
SCO2328	GO:0005618;GO:0006508;GO:0008237;GO:0016805
SCO2329	GO:0003677;GO:0003700;GO:0006355;GO:0043565
SCO2330	GO:0003824;GO:0008152
SCO2331	GO:0003700;GO:0006355
SCO2335	GO:0016758
SCO2336	GO:0005215;GO:0016021;GO:0022857;GO:0055085
SCO2337	GO:0008080
SCO2338	GO:0008171
SCO2339	GO:0005515
SCO2342	GO:0003677
SCO2343	GO:0008080
SCO2344	GO:0006810;GO:0016021;GO:0055085
SCO2346	GO:0008152;GO:0016787
SCO2347	GO:0032472
SCO2353	GO:0008080
SCO2358	GO:0000160;GO:0003677;GO:0006355
SCO2359	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO2363	GO:0003824
SCO2364	GO:0006950
SCO2367	GO:0006950
SCO2368	GO:0006950
SCO2369	GO:0016209;GO:0016491;GO:0055114
SCO2371	GO:0003824;GO:0008152;GO:0016491;GO:0055114
SCO2373	GO:0006810;GO:0016021;GO:0055085
SCO2374	GO:0003677
SCO2378	GO:0003677;GO:0006355
SCO2379	GO:0008080
SCO2381	GO:0003677;GO:0043565
SCO2387	GO:0003824;GO:0008152;GO:0016740
SCO2388	GO:0003824;GO:0004315;GO:0006633;GO:0008152
SCO2389	GO:0006633
SCO2390	GO:0003824;GO:0006633;GO:0008152;GO:0016747
SCO2393	GO:0003824;GO:0005975;GO:0016853;GO:0019318;GO:0030246
SCO2396	GO:0006979
SCO2397	GO:0016491;GO:0055114
SCO2398	GO:0003700;GO:0006355
SCO2399	GO:0016747
SCO2402	GO:0008270;GO:0016491;GO:0055114
SCO2405	GO:0005524;GO:0016887
SCO2406	GO:0005215;GO:0006810;GO:0016020
SCO2407	GO:0003824;GO:0005975;GO:0016853;GO:0019318;GO:0030246
SCO2408	GO:0003824;GO:0009058;GO:0030170
SCO2420	GO:0006810;GO:0043190
SCO2421	GO:0006810;GO:0043190
SCO2422	GO:0005524;GO:0016887
SCO2427	GO:0004553;GO:0005975;GO:0046558
SCO2430	GO:0004553;GO:0005975
SCO2431	GO:0005975;GO:0046373;GO:0046556
SCO2432	GO:0006810;GO:0016020
SCO2433	GO:0006810;GO:0016020
SCO2434	GO:0005215;GO:0006810
SCO2438	GO:0016491;GO:0055114
SCO2440	GO:0003677;GO:0006355
SCO2442	GO:0003700;GO:0006355
SCO2444	GO:0003824;GO:0008152
SCO2445	GO:0003989;GO:0006633;GO:0009317
SCO2446	GO:0004252;GO:0006508
SCO2449	GO:0005524;GO:0016887
SCO2450	GO:0004672;GO:0005515;GO:0005524;GO:0006468
SCO2451	GO:0000902
SCO2452	GO:0000155;GO:0000160;GO:0005515;GO:0016021;GO:0046983
SCO2454	GO:0016020
SCO2455	GO:0003824
SCO2462	GO:0005975;GO:0016773
SCO2463	GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085
SCO2464	GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085
SCO2465	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO2468	GO:0003677;GO:0003896;GO:0006260;GO:0006269;GO:0008270;GO:0016779
SCO2469	GO:0016491;GO:0045454;GO:0050660;GO:0055114
SCO2470	GO:0000287;GO:0008832;GO:0046039
SCO2471	GO:0009236;GO:0016852
SCO2473	GO:0016491;GO:0030151;GO:0055114
SCO2474	GO:0004222;GO:0006508
SCO2475	GO:0003700;GO:0006355
SCO2476	GO:0016491
SCO2478	GO:0016491
SCO2482	GO:0004616;GO:0016491;GO:0055114
SCO2485	GO:0016021
SCO2486	GO:0016491;GO:0055114
SCO2487	GO:0008942;GO:0016491;GO:0020037;GO:0042128;GO:0050660;GO:0050661;GO:0051536;GO:0055114
SCO2488	GO:0008942;GO:0016491;GO:0042128;GO:0051537;GO:0055114
SCO2489	GO:0003677
SCO2493	GO:0016747
SCO2494	GO:0003824;GO:0005524;GO:0006090;GO:0016301;GO:0016310;GO:0016772;GO:0050242
SCO2495	GO:0003824;GO:0008152
SCO2497	GO:0003824;GO:0008033;GO:0016491;GO:0017150;GO:0050660;GO:0055114
SCO2498	GO:0006810;GO:0016021;GO:0055085
SCO2499	GO:0000166;GO:0016021;GO:0046872
SCO2501	GO:0003677;GO:0043565
SCO2502	GO:0016021;GO:0055085
SCO2503	GO:0004553;GO:0005975
SCO2504	GO:0000166;GO:0004812;GO:0004820;GO:0005524;GO:0005737;GO:0006418;GO:0006426
SCO2505	GO:0007155;GO:0030001;GO:0046872
SCO2506	GO:0005524;GO:0016887
SCO2507	GO:0005887;GO:0042626;GO:0043190;GO:0055085
SCO2508	GO:0003700;GO:0006355
SCO2509	GO:0016765
SCO2510	GO:0006281;GO:0006310
SCO2513	GO:0003677;GO:0043565
SCO2517	GO:0000160;GO:0003677;GO:0006355
SCO2518	GO:0000155;GO:0000160;GO:0016021;GO:0046983
SCO2519	GO:0016020
SCO2525	GO:0008168
SCO2526	GO:0008080
SCO2528	GO:0003824;GO:0003852;GO:0009098;GO:0019752;GO:0046912
SCO2529	GO:0004222;GO:0006508
SCO2531	GO:0004553;GO:0005975;GO:0008422;GO:0030245
SCO2532	GO:0005524
SCO2533	GO:0004222;GO:0006364
SCO2534	GO:0003824;GO:0016614;GO:0050660;GO:0055114
SCO2536	GO:0016021;GO:0055085
SCO2537	GO:0003677;GO:0043565
SCO2538	GO:0003824
SCO2539	GO:0003723;GO:0005525;GO:0005622
SCO2540	GO:0016773
SCO2541	GO:0016021;GO:0055085
SCO2543	GO:0003824;GO:0008152;GO:0016052;GO:0016829;GO:0047448
SCO2544	GO:0003677;GO:0006355
SCO2546	GO:0000034;GO:0006146;GO:0019239
SCO2547	GO:0016891;GO:0042779
SCO2548	GO:0003824
SCO2549	GO:0005515;GO:0006508;GO:0008236
SCO2552	GO:0006364;GO:0008168
SCO2553	GO:0003824;GO:0018580;GO:0055114
SCO2554	GO:0005524;GO:0006457;GO:0009408;GO:0031072;GO:0051082
SCO2555	GO:0003677;GO:0006355
SCO2559	GO:0003824;GO:0004109;GO:0005737;GO:0006779;GO:0051536;GO:0055114
SCO2560	GO:0003824
SCO2561	GO:0003824;GO:0008152
SCO2562	GO:0003924;GO:0005525
SCO2563	GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO2564	GO:0003677;GO:0003887;GO:0006260;GO:0009360
SCO2568	GO:0003677;GO:0006281
SCO2571	GO:0000166;GO:0002161;GO:0004812;GO:0004823;GO:0005524;GO:0006418;GO:0006429
SCO2573	GO:0051539
SCO2576	GO:0003824;GO:0008152
SCO2579	GO:0003824;GO:0009058;GO:0009435;GO:0016779
SCO2582	GO:0004222;GO:0006508
SCO2585	GO:0004350;GO:0006561;GO:0008152;GO:0016491;GO:0016620;GO:0050661;GO:0055114
SCO2587	GO:0003723;GO:0004349;GO:0005737;GO:0006561
SCO2589	GO:0016020;GO:0047355
SCO2590	GO:0016020;GO:0047355
SCO2592	GO:0016772
SCO2594	GO:0016772
SCO2595	GO:0000166;GO:0000287;GO:0003924;GO:0005525
SCO2596	GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO2597	GO:0003723;GO:0003735;GO:0005622;GO:0005840;GO:0006412
SCO2599	GO:0003723;GO:0004540;GO:0006396
SCO2602	GO:0003824;GO:0005515;GO:0007165;GO:0009116
SCO2603	GO:0000150;GO:0003677;GO:0006310
SCO2606	GO:0003824;GO:0051536
SCO2607	GO:0007049;GO:0008360;GO:0016021;GO:0051301
SCO2608	GO:0008658;GO:0016020
SCO2609	GO:0008360;GO:0016021
SCO2610	GO:0008360
SCO2611	GO:0000902
SCO2612	GO:0004550;GO:0006165;GO:0006183;GO:0006228;GO:0006241
SCO2614	GO:0004326;GO:0005524;GO:0009058;GO:0009396;GO:0016874
SCO2615	GO:0000166;GO:0002161;GO:0004812;GO:0004832;GO:0005524;GO:0005737;GO:0006418;GO:0006438
SCO2617	GO:0005524;GO:0006457;GO:0008270;GO:0046983;GO:0051082
SCO2618	GO:0004252;GO:0006508
SCO2619	GO:0004252;GO:0006508
SCO2620	GO:0006457;GO:0015031
SCO2622	GO:0016747
SCO2624	GO:0003824
SCO2626	GO:0003676;GO:0003677;GO:0003684;GO:0003906;GO:0006281;GO:0006284;GO:0006289;GO:0008270;GO:0016799
SCO2627	GO:0004751;GO:0005975;GO:0016853
SCO2628	GO:0003333;GO:0006810;GO:0006865;GO:0015171;GO:0016020;GO:0016021;GO:0055085
SCO2630	GO:0005886;GO:0015225;GO:0015878
SCO2631	GO:0003333;GO:0006810;GO:0006865;GO:0015171;GO:0016020;GO:0016021;GO:0055085
SCO2632	GO:0003676;GO:0003677;GO:0015074
SCO2633	GO:0004784;GO:0006801;GO:0046872;GO:0055114
SCO2634	GO:0015035
SCO2635	GO:0004177;GO:0006508;GO:0008237;GO:0008270
SCO2637	GO:0004252;GO:0006508
SCO2639	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO2640	GO:0003942;GO:0004073;GO:0005737;GO:0006520;GO:0008652;GO:0009086;GO:0009088;GO:0009089;GO:0009097;GO:0016620;GO:0046983;GO:0050661;GO:0051287;GO:0055114
SCO2641	GO:0006950
SCO2643	GO:0004177;GO:0006508;GO:0008237;GO:0008270
SCO2644	GO:0003700;GO:0006355
SCO2645	GO:0016020;GO:0016021
SCO2646	GO:0016020;GO:0016021
SCO2647	GO:0003700;GO:0006355
SCO2649	GO:0004134;GO:0005975
SCO2651	GO:0016491
SCO2656	GO:0016020;GO:0055085
SCO2659	GO:0006810;GO:0016020
SCO2660	GO:0006810;GO:0016020
SCO2661	GO:0003824;GO:0004553;GO:0005975;GO:0016616;GO:0055114
SCO2664	GO:0005215;GO:0006810
SCO2666	GO:0004672;GO:0005515;GO:0005524;GO:0006468
SCO2667	GO:0003824
SCO2669	GO:0005515
SCO2670	GO:0004719;GO:0006464
SCO2671	GO:0019825;GO:0020037
SCO2672	GO:0016020
SCO2673	GO:0016020
SCO2674	GO:0005524;GO:0016887
SCO2677	GO:0005524;GO:0016887
SCO2680	GO:0005515;GO:0007165
SCO2681	GO:0005515;GO:0043531
SCO2682	GO:0004629;GO:0016042
SCO2683	GO:0003697;GO:0006260
SCO2684	GO:0005525
SCO2686	GO:0003677;GO:0006355
SCO2687	GO:0003935;GO:0009231
SCO2688	GO:0003824;GO:0008270;GO:0008703;GO:0008835;GO:0009231;GO:0016787;GO:0055114
SCO2690	GO:0016021;GO:0055085
SCO2692	GO:0005515
SCO2693	GO:0005506;GO:0016491;GO:0017000;GO:0033758;GO:0055114
SCO2696	GO:0008152;GO:0016616;GO:0051287;GO:0055114
SCO2700	GO:0008152;GO:0016491
SCO2701	GO:0005507;GO:0042438
SCO2710	GO:0003824;GO:0005975;GO:0016810
SCO2712	GO:0009103;GO:0016020
SCO2714	GO:0004553;GO:0005975
SCO2715	GO:0003824;GO:0005524
SCO2720	GO:0003824;GO:0008152
SCO2722	GO:0006810
SCO2723	GO:0005524;GO:0008239;GO:0016787;GO:0016887
SCO2724	GO:0003333;GO:0015171;GO:0016020
SCO2726	GO:0004491;GO:0008152;GO:0016491;GO:0016620;GO:0055114
SCO2729	GO:0008080
SCO2730	GO:0030001;GO:0046872
SCO2731	GO:0000166;GO:0006812;GO:0016021;GO:0019829;GO:0030001;GO:0046872
SCO2734	GO:0003700;GO:0006355
SCO2736	GO:0004108;GO:0005737;GO:0006099;GO:0046912
SCO2737	GO:0003677;GO:0032508;GO:0043141
SCO2742	GO:0003677;GO:0003700;GO:0006352;GO:0006355;GO:0016987
SCO2743	GO:0051920;GO:0055114
SCO2745	GO:0003677;GO:0006355
SCO2746	GO:0005524;GO:0016887
SCO2747	GO:0005215;GO:0006810;GO:0016020
SCO2748	GO:0004747;GO:0006014;GO:0016773
SCO2749	GO:0005996;GO:0016853;GO:0016872;GO:0048029
SCO2751	GO:0003824
SCO2752	GO:0008152;GO:0016491;GO:0055114
SCO2753	GO:0003677;GO:0006355
SCO2755	GO:0008080
SCO2756	GO:0016020;GO:0016021
SCO2757	GO:0003700;GO:0006355
SCO2758	GO:0004553;GO:0005975
SCO2759	GO:0003677;GO:0004803;GO:0006313
SCO2763	GO:0005524;GO:0006810;GO:0016021;GO:0016887;GO:0042626;GO:0055085
SCO2764	GO:0005515
SCO2766	GO:0004518
SCO2767	GO:0005515;GO:0043531
SCO2769	GO:0000287;GO:0003824;GO:0030976
SCO2770	GO:0016813;GO:0046872
SCO2772	GO:0006812;GO:0008324;GO:0016021;GO:0055085
SCO2774	GO:0003995;GO:0008152;GO:0016627;GO:0050660;GO:0055114
SCO2775	GO:0003677
SCO2777	GO:0003824;GO:0005524
SCO2778	GO:0003824
SCO2779	GO:0003995;GO:0008152;GO:0016627;GO:0050660;GO:0055114
SCO2780	GO:0005488
SCO2781	GO:0016491;GO:0055114
SCO2782	GO:0003824;GO:0006520;GO:0016831;GO:0019752;GO:0030170
SCO2783	GO:0016491;GO:0055114
SCO2785	GO:0015343;GO:0019290
SCO2786	GO:0004553;GO:0004563;GO:0005975
SCO2789	GO:0004360;GO:0005975;GO:0030246;GO:1901137
SCO2790	GO:0006950
SCO2792	GO:0003677;GO:0003700;GO:0006355;GO:0043565
SCO2793	GO:0003676;GO:0016788
SCO2794	GO:0003677;GO:0006355
SCO2796	GO:0006810;GO:0016020
SCO2797	GO:0006810;GO:0016020
SCO2798	GO:0004553;GO:0005975;GO:0008422;GO:0030245
SCO2799	GO:0004553;GO:0005975;GO:0030246;GO:0030247
SCO2800	GO:0000155;GO:0004871;GO:0007165;GO:0016021;GO:0016310;GO:0016772
SCO2801	GO:0000160;GO:0003677;GO:0006355
SCO2805	GO:0005515
SCO2811	GO:0003700;GO:0006355
SCO2812	GO:0005215;GO:0016021;GO:0055085
SCO2813	GO:0008703;GO:0009231;GO:0055114
SCO2815	GO:0003677
SCO2816	GO:0016705;GO:0055114
SCO2818	GO:0006508;GO:0008233;GO:0008237
SCO2822	GO:0006807;GO:0036361
SCO2823	GO:0006807;GO:0036361
SCO2824	GO:0008152;GO:0016616;GO:0051287;GO:0055114
SCO2828	GO:0005886;GO:0033294;GO:0051470;GO:0051471
SCO2829	GO:0005215;GO:0006810;GO:0016020;GO:0016021
SCO2830	GO:0005215;GO:0006810;GO:0016020;GO:0016021
SCO2831	GO:0003333;GO:0005524;GO:0015424;GO:0016887
SCO2836	GO:0016757
SCO2837	GO:0005515
SCO2838	GO:0004553;GO:0030245
SCO2840	GO:0003700;GO:0006355
SCO2845	GO:0003700;GO:0006355
SCO2847	GO:0008152;GO:0016491;GO:0055114
SCO2849	GO:0016705;GO:0055114
SCO2850	GO:0003824;GO:0008152
SCO2851	GO:0016021;GO:0051205
SCO2854	GO:0016021;GO:0055085
SCO2855	GO:0005515
SCO2856	GO:0006950
SCO2863	GO:0003677;GO:0005524;GO:0016787
SCO2865	GO:0003677;GO:0043565
SCO2869	GO:0003677;GO:0043565
SCO2873	GO:0008080
SCO2875	GO:0003677;GO:0006355
SCO2876	GO:0008080
SCO2883	GO:0005506;GO:0016705;GO:0020037;GO:0055114
SCO2884	GO:0005506;GO:0016705;GO:0020037;GO:0055114
SCO2885	GO:0051920;GO:0055114
SCO2886	GO:0003824
SCO2889	GO:0016021;GO:0022857;GO:0055085
SCO2894	GO:0005524;GO:0016887
SCO2897	GO:0008658
SCO2898	GO:0016021
SCO2899	GO:0005737;GO:0006457
SCO2901	GO:0016209;GO:0016491;GO:0055114
SCO2902	GO:0009143;GO:0016787;GO:0017111
SCO2904	GO:0000049;GO:0004549;GO:0008033
SCO2905	GO:0008982;GO:0009401
SCO2906	GO:0008982;GO:0009401;GO:0016020
SCO2907	GO:0008982;GO:0009401;GO:0016020
SCO2910	GO:0004124;GO:0006535
SCO2913	GO:0005515
SCO2914	GO:0003333;GO:0006810;GO:0006865;GO:0015171;GO:0016020;GO:0016021;GO:0055085
SCO2916	GO:0030163
SCO2917	GO:0004514;GO:0004516;GO:0009435;GO:0019358
SCO2918	GO:0003824;GO:0008152
SCO2920	GO:0006508;GO:0008233;GO:0008237
SCO2924	GO:0051301
SCO2925	GO:0003824;GO:0016491;GO:0016614;GO:0050660;GO:0055114
